c random 2000 vertices, 8000 edges, seed = 11
g 2000 8000
e 630 685 747
e 619 1977 6627
e 1763 451 9726
e 1763 60 2424
e 277 1752 241
e 1492 683 4495
e 157 1278 6377
e 1766 1247 2475
e 401 1068 2567
e 461 580 3307
e 341 1320 5262
e 798 1946 6636
e 1210 1271 8361
e 262 698 5532
e 235 397 4300
e 1951 932 2772
e 341 1341 2794
e 1906 1400 1333
e 565 1392 7654
e 1668 695 1732
e 1544 1119 7797
e 1979 1936 2124
e 436 1167 3711
e 477 321 6878
e 1656 171 7548
e 728 554 6059
e 1165 205 728
e 1112 1376 1344
e 1507 917 1019
e 972 813 4214
e 1402 978 9206
e 1448 1757 2862
e 1740 492 2025
e 1110 142 4319
e 952 1916 1226
e 522 1169 115
e 1525 732 209
e 643 25 4636
e 559 794 8849
e 1826 1902 7466
e 130 246 8616
e 327 931 1374
e 567 352 2133
e 1937 1209 5494
e 1701 1570 842
e 219 1988 8013
e 437 1273 9204
e 901 444 9701
e 1193 56 1083
e 487 1564 8570
e 1962 1586 5823
e 1371 582 3131
e 417 724 4846
e 639 1166 2898
e 42 1946 4684
e 1072 1691 2491
e 957 1120 2454
e 1085 1710 4945
e 333 876 6640
e 411 1254 3540
e 1695 1420 2479
e 1987 1384 5204
e 1977 922 802
e 1700 923 7824
e 373 183 8349
e 697 1895 9788
e 1662 1050 4679
e 555 1313 4220
e 1057 1181 3949
e 836 1332 3510
e 587 297 5711
e 533 59 3936
e 1875 1007 8743
e 164 300 2671
e 456 931 702
e 1823 1183 4058
e 1763 1656 8294
e 1198 1554 1066
e 1624 348 5811
e 157 1919 9660
e 1797 1975 3199
e 484 1367 6483
e 110 965 2633
e 1094 1755 406
e 247 566 6574
e 910 1007 2344
e 448 875 9595
e 135 263 7886
e 935 1865 6491
e 544 1203 6085
e 1311 1575 4445
e 896 847 2843
e 1643 371 8728
e 1693 1336 3403
e 292 695 6895
e 373 1758 5619
e 1616 526 4544
e 1762 1724 3455
e 1267 276 1934
e 1368 781 8797
e 348 868 4105
e 1011 1669 8971
e 10 968 7439
e 1416 1920 1820
e 1468 253 4589
e 1055 304 1247
e 1067 1833 1025
e 326 274 6626
e 858 1101 5568
e 1984 423 2250
e 1798 139 1454
e 592 461 2875
e 1668 946 9492
e 939 1036 492
e 584 1121 4056
e 1188 122 4726
e 1533 1333 7053
e 1404 796 7675
e 477 1059 3705
e 80 447 9769
e 938 271 7369
e 625 274 3236
e 889 142 6284
e 662 105 4628
e 581 980 5910
e 1494 1067 2044
e 597 1530 4289
e 1024 728 2680
e 260 1949 928
e 1345 1489 7039
e 1034 757 2601
e 1561 146 1560
e 1117 1099 9004
e 525 772 5774
e 521 1400 7279
e 998 1759 588
e 1097 9 9358
e 193 448 5657
e 1889 1300 7157
e 799 1956 3592
e 1532 1027 9837
e 1015 1480 3500
e 1372 215 9052
e 1059 1681 7718
e 173 1645 1190
e 238 1257 442
e 541 493 4839
e 1363 13 5317
e 569 1719 6736
e 589 47 5193
e 1588 651 5246
e 824 1717 4175
e 350 481 2839
e 1520 1247 9143
e 793 1843 9145
e 704 848 5964
e 99 1561 1125
e 1136 1820 3578
e 1810 1994 4580
e 1179 484 136
e 454 1160 2392
e 1922 157 1316
e 1714 1443 8488
e 755 1199 8869
e 1311 1655 1873
e 1152 211 7639
e 1253 1575 9627
e 42 1837 923
e 1432 632 6063
e 1737 179 5469
e 1096 1800 4393
e 469 1262 7053
e 1356 1920 3825
e 1491 653 8151
e 1204 1424 3178
e 1977 1225 3776
e 705 186 5606
e 1876 1961 4032
e 257 987 2828
e 874 470 9373
e 476 715 7702
e 1690 1750 1952
e 577 707 9739
e 1577 1966 4581
e 1138 373 5776
e 678 1119 5908
e 881 993 2363
e 1186 304 9907
e 1400 1191 6839
e 113 1996 1750
e 1900 1311 6665
e 787 1926 4195
e 1339 1008 6532
e 1141 1484 7887
e 157 1372 8736
e 219 1738 1035
e 1052 47 8676
e 526 1845 8599
e 439 802 6656
e 1888 1646 3716
e 728 226 1177
e 274 281 2004
e 1496 1550 4418
e 592 1909 7608
e 8 1065 3372
e 1894 755 13
e 180 552 8817
e 1701 902 518
e 1935 1771 898
e 77 341 8
e 547 107 259
e 904 846 2522
e 52 1686 6011
e 305 1241 8632
e 1545 1844 4020
e 1647 1850 4792
e 1633 688 2793
e 1685 1541 6027
e 1250 1787 307
e 508 1689 4318
e 626 1217 8109
e 1207 1010 977
e 1766 73 961
e 1811 1944 627
e 306 1722 5047
e 1981 752 6218
e 99 1152 7626
e 1751 1295 8973
e 152 1629 6950
e 433 1277 8185
e 1341 102 7802
e 1400 487 5851
e 458 678 7053
e 1011 717 5725
e 149 893 6786
e 1705 544 8338
e 218 1317 1458
e 1902 993 2487
e 1399 1663 8549
e 15 406 549
e 956 1311 9021
e 648 389 2135
e 541 1631 4969
e 1649 316 1723
e 716 594 9905
e 1769 199 2096
e 212 1747 5470
e 94 639 3509
e 1714 372 3001
e 910 1203 3877
e 925 372 8365
e 1012 1941 562
e 1504 799 3764
e 1273 494 4601
e 1860 1500 9831
e 816 323 2131
e 1173 1783 8281
e 1022 415 1657
e 1793 15 3075
e 56 769 8058
e 1378 1919 8902
e 1742 782 9622
e 1159 1035 475
e 1700 1824 7855
e 1607 858 7164
e 585 425 638
e 1786 623 8769
e 431 362 7946
e 792 835 341
e 1955 991 2161
e 1905 1955 328
e 1777 1121 3687
e 174 159 5434
e 1180 839 6796
e 376 770 6645
e 1275 1499 7997
e 450 362 8188
e 1912 1377 5369
e 1293 963 8703
e 167 1833 4969
e 84 1767 1278
e 114 676 7846
e 129 812 5547
e 824 765 1989
e 1985 807 7964
e 1685 555 616
e 1778 1844 3148
e 938 1132 5958
e 1172 247 8190
e 1552 1816 2885
e 1585 1844 3027
e 567 775 3047
e 1205 1721 2775
e 1167 299 3661
e 426 1355 4023
e 818 1504 3518
e 1180 336 5453
e 1088 1031 1733
e 1559 1541 4422
e 1260 1274 3742
e 1381 1240 6373
e 201 557 127
e 1200 812 6075
e 127 479 1884
e 782 242 4365
e 1160 1132 3611
e 1769 208 7547
e 806 1429 7473
e 410 870 32
e 1870 339 8174
e 1741 123 3439
e 396 56 9463
e 665 1443 438
e 656 1121 8558
e 939 426 6986
e 31 287 2256
e 813 1565 6895
e 1268 630 637
e 1595 820 1759
e 1562 811 436
e 1079 1946 399
e 729 1334 708
e 592 813 416
e 1284 736 8820
e 1977 1121 3626
e 207 1985 8633
e 1422 1319 6386
e 170 1356 5590
e 809 1537 8533
e 1761 347 2644
e 1136 773 9918
e 438 379 3351
e 1769 846 4558
e 1376 1138 410
e 1716 1428 4002
e 1256 1243 1780
e 1532 1930 470
e 60 777 452
e 202 1931 8603
e 1903 435 481
e 54 1280 2307
e 1528 541 2565
e 527 425 4111
e 142 1156 2165
e 83 67 2760
e 1110 145 9396
e 16 127 978
e 1151 654 9191
e 23 1460 5353
e 65 1463 2611
e 865 1777 1944
e 614 1539 2746
e 1878 1644 2900
e 1815 71 8276
e 673 269 7449
e 713 1425 7696
e 1176 1829 2318
e 1760 462 1073
e 85 1279 8640
e 539 1832 368
e 1223 1219 3757
e 582 372 9710
e 1769 940 6576
e 993 356 8984
e 781 1199 7877
e 1032 1915 198
e 2000 682 2986
e 1175 1410 3527
e 876 509 3922
e 1474 1040 3445
e 1170 1804 9469
e 1517 117 6543
e 1614 187 6631
e 319 1328 3440
e 1125 420 211
e 1241 1819 7993
e 1967 558 278
e 884 245 4162
e 1443 219 7696
e 438 1397 8012
e 201 1128 9950
e 1927 1189 2173
e 1511 995 2871
e 1740 1570 251
e 47 1346 5724
e 885 1165 2716
e 1322 1527 1634
e 100 774 1853
e 792 1809 213
e 1061 1189 951
e 458 1305 5658
e 1652 184 2640
e 1916 1752 9447
e 1727 1607 2166
e 1333 1479 7092
e 95 857 8709
e 1466 1278 8564
e 1469 1545 482
e 1073 671 4188
e 567 519 2129
e 1794 562 6449
e 1303 993 7806
e 397 1460 9270
e 69 1824 3200
e 1289 1723 6888
e 606 748 241
e 1157 1479 185
e 519 826 5015
e 1963 886 8172
e 1601 469 222
e 351 1646 859
e 79 1762 5734
e 611 74 4174
e 407 110 3419
e 430 609 1543
e 104 931 3174
e 995 1523 5057
e 955 43 4298
e 11 175 3701
e 822 24 1131
e 164 1882 5716
e 720 1283 5687
e 1328 143 7478
e 716 422 4060
e 561 1738 7168
e 1211 875 1639
e 1817 729 2057
e 848 550 9874
e 1952 590 7365
e 1462 295 2681
e 1844 1961 4962
e 1573 790 3246
e 602 544 6363
e 1855 62 6975
e 1869 1729 4034
e 231 477 5215
e 790 779 6432
e 1470 595 3687
e 832 1179 4185
e 479 1355 7252
e 1315 1068 5056
e 1876 978 4540
e 810 1716 6899
e 694 387 1294
e 1762 470 7285
e 382 621 6513
e 385 1982 7793
e 358 1230 3635
e 1031 970 3316
e 1061 406 8215
e 667 427 8946
e 1572 28 1077
e 1806 191 4163
e 1349 1992 4523
e 1068 1336 3618
e 1997 874 4453
e 917 74 7374
e 1482 1061 9633
e 420 1029 5968
e 1995 84 9268
e 874 753 5771
e 1236 1993 2670
e 228 1662 2867
e 1573 1978 4155
e 1716 351 2202
e 1633 630 1965
e 1524 1800 4811
e 1774 1441 5414
e 287 753 3515
e 1006 1722 5989
e 1606 413 2747
e 1135 1412 4823
e 969 1790 7900
e 47 1837 9955
e 1320 1513 1686
e 1069 1729 5110
e 424 1419 660
e 104 571 8814
e 965 675 6686
e 1700 1340 2240
e 1187 1218 3955
e 410 267 7843
e 1618 1656 6611
e 733 1262 6530
e 1879 101 9780
e 939 420 4249
e 336 1757 796
e 825 1138 5929
e 790 167 951
e 292 719 3107
e 124 359 148
e 427 21 4079
e 1568 1303 6315
e 1913 1682 6997
e 524 1110 9356
e 1388 702 5821
e 1869 1530 2523
e 332 1429 253
e 1741 655 3636
e 1734 1947 1346
e 245 500 6089
e 249 1062 9051
e 783 1365 2212
e 1669 1687 7355
e 69 1729 9512
e 629 1544 9723
e 308 1527 6136
e 1345 1218 4487
e 1126 786 8800
e 1424 439 1148
e 662 1311 9278
e 1897 1729 708
e 1269 1624 4031
e 1843 1046 8451
e 362 1846 4272
e 629 56 8199
e 683 1441 7927
e 1858 935 1772
e 764 294 3588
e 1199 970 7946
e 548 1508 71
e 1151 1770 2201
e 1974 1889 8273
e 1075 668 2159
e 211 415 221
e 1089 1356 1928
e 267 580 4647
e 297 69 7078
e 591 1449 172
e 589 1559 5445
e 1753 1101 6411
e 1845 1929 7191
e 1218 1716 3509
e 1352 1055 4073
e 1574 821 3521
e 1086 514 4175
e 454 981 3810
e 806 66 2339
e 545 475 9636
e 181 583 7902
e 30 1144 6804
e 118 696 3809
e 1870 1657 4169
e 594 875 3245
e 383 719 5080
e 318 653 8982
e 1788 1054 1579
e 1387 1926 821
e 774 632 4832
e 1860 1346 5009
e 1156 804 8115
e 726 519 9867
e 342 959 4942
e 868 256 696
e 127 563 2873
e 67 1787 24
e 551 181 8299
e 1880 1740 9684
e 992 268 6704
e 758 585 8609
e 1418 1538 2444
e 1946 1868 5065
e 92 172 9404
e 1823 484 6605
e 1284 1759 308
e 1271 532 6566
e 1583 1944 1317
e 422 522 7002
e 429 1163 8869
e 379 148 8279
e 1393 407 1037
e 1297 1284 9396
e 59 1981 3347
e 1583 1378 4861
e 46 825 3369
e 1004 209 4764
e 656 1577 4457
e 1464 2 7190
e 138 1477 7020
e 43 1873 1894
e 1951 1414 1834
e 1965 531 6325
e 1650 619 7684
e 39 281 8700
e 295 33 6846
e 1659 546 6328
e 1653 621 4884
e 1063 1416 8525
e 58 1900 9031
e 490 30 2975
e 621 815 8115
e 1758 1977 437
e 675 731 4017
e 1012 790 649
e 1283 377 2654
e 1546 364 9309
e 427 477 923
e 430 1499 7161
e 91 436 4191
e 1217 1448 1600
e 1057 1963 1745
e 1679 109 6320
e 1732 970 7750
e 573 43 4269
e 1041 892 4136
e 1969 1290 1318
e 375 574 3788
e 1294 1886 3060
e 381 1577 6939
e 222 1116 8953
e 752 716 4013
e 1040 877 6955
e 1699 414 2724
e 1187 394 8914
e 850 873 7392
e 383 1760 8625
e 509 1549 5257
e 1993 1687 1404
e 799 24 3937
e 1526 1538 6053
e 1119 1815 7105
e 1463 1890 3580
e 802 1885 5569
e 1880 1917 6273
e 1311 222 4727
e 1041 1150 4531
e 1175 1555 1521
e 418 1354 6675
e 753 485 4594
e 1231 1641 3685
e 1150 750 5827
e 797 1834 4810
e 842 1838 4610
e 644 526 8885
e 388 1894 387
e 1696 1943 6770
e 171 1337 6889
e 1799 638 4580
e 1942 1930 8498
e 602 1119 3029
e 1235 62 309
e 1375 244 2043
e 135 1827 8736
e 857 909 6726
e 1442 1309 2090
e 1333 1417 3221
e 1148 1480 7657
e 819 225 3060
e 1647 830 9285
e 682 915 6701
e 853 1796 5828
e 150 707 2514
e 51 1634 3576
e 1284 1468 2480
e 1958 282 5575
e 1723 1654 1498
e 1684 443 8982
e 901 495 3851
e 221 100 9427
e 357 144 7760
e 1730 1397 845
e 912 1442 700
e 402 953 9402
e 303 700 5502
e 639 676 1016
e 1311 845 6767
e 868 710 8721
e 435 471 183
e 175 738 9481
e 597 635 3536
e 1154 1044 1448
e 952 1714 8799
e 723 661 7522
e 338 1737 7611
e 982 500 4263
e 1601 1075 5809
e 1931 1040 5848
e 1991 670 2392
e 20 744 5059
e 742 1042 3948
e 982 1746 6434
e 993 1442 8363
e 1393 854 8402
e 641 173 322
e 1547 1465 8312
e 1291 1165 26
e 521 247 3132
e 1738 102 4272
e 1103 395 2200
e 745 1002 68
e 1321 44 5679
e 1495 1230 504
e 1173 1876 9471
e 43 1901 2476
e 1658 563 5834
e 67 755 7963
e 5 1093 2342
e 947 539 8969
e 1440 1695 7281
e 1051 1867 8766
e 859 1706 317
e 16 66 2168
e 276 1677 595
e 134 440 3593
e 581 1566 4199
e 1056 1010 7124
e 1547 166 4901
e 1540 1538 9445
e 685 880 5826
e 1915 1142 4426
e 1277 1976 4224
e 1142 693 7055
e 926 409 3394
e 1901 662 4123
e 148 1242 6099
e 316 461 983
e 1987 1492 1609
e 707 865 2883
e 103 589 8700
e 262 1855 1973
e 378 1223 424
e 1288 309 4896
e 214 1587 810
e 1397 806 694
e 1226 1263 5866
e 38 718 3375
e 1541 245 1471
e 1051 1391 133
e 1936 1430 3681
e 1353 186 8018
e 1564 1297 5861
e 1516 169 6933
e 74 1389 3043
e 862 1082 6906
e 793 249 1219
e 963 1508 8569
e 98 339 6813
e 767 121 8347
e 233 1596 2976
e 1789 595 1145
e 1945 919 4395
e 313 1988 9563
e 1944 282 4158
e 1268 1787 7988
e 1238 669 9226
e 1315 1751 4451
e 1395 1173 8277
e 622 743 1202
e 187 1663 6577
e 1161 1433 5833
e 376 38 2826
e 1494 195 5246
e 1194 1375 298
e 889 1081 1785
e 1346 237 7858
e 1544 1204 7510
e 645 337 5968
e 1811 1598 8244
e 1448 756 9069
e 648 725 7588
e 619 313 7946
e 1670 1199 6350
e 1283 1941 570
e 1414 1050 6670
e 984 1129 9905
e 1328 212 4937
e 1478 1362 8136
e 1594 995 4874
e 409 1094 6355
e 790 428 8266
e 1904 1142 879
e 1422 218 5467
e 1813 665 1191
e 161 63 3246
e 1929 1204 251
e 1490 1500 2892
e 17 1182 7722
e 1631 1736 5482
e 1678 1574 5365
e 1261 779 1616
e 1021 1783 654
e 1005 477 3668
e 704 147 8079
e 1387 1675 4208
e 1198 1907 5003
e 1351 1870 9959
e 905 1930 5720
e 1924 1809 2992
e 658 119 1784
e 89 1349 807
e 143 1804 4110
e 624 1250 8544
e 1031 1453 9528
e 577 838 4291
e 1102 1248 5038
e 310 169 5947
e 108 402 5295
e 1982 1734 6364
e 1779 1891 6438
e 1941 269 3408
e 721 620 2949
e 1022 1670 3659
e 251 1756 7944
e 1580 1695 4335
e 849 190 6107
e 1553 521 5012
e 886 444 8019
e 916 1346 5248
e 273 1079 2923
e 1762 961 1298
e 1827 1730 5364
e 1120 509 9496
e 1593 52 507
e 1776 1977 2706
e 1466 422 6466
e 1020 1172 9893
e 1060 222 4579
e 592 1263 5849
e 541 129 3588
e 554 1008 1466
e 917 1957 5545
e 1138 817 3126
e 1105 1219 3614
e 323 1979 8186
e 1069 373 9570
e 506 1565 3165
e 964 634 3257
e 1461 1409 6349
e 1507 1438 3644
e 1718 523 2169
e 76 481 9812
e 876 1063 3753
e 885 1062 4333
e 382 999 3417
e 1392 493 5021
e 1529 1444 8885
e 1190 401 5113
e 1506 1290 6093
e 394 1100 8928
e 603 1319 4880
e 1727 433 2217
e 1979 1356 1239
e 1453 1138 6172
e 1498 1135 1044
e 1522 220 3104
e 283 620 1063
e 1997 1964 3536
e 1968 1556 5726
e 984 1965 6153
e 981 1588 3763
e 759 1226 5758
e 291 987 714
e 1907 962 939
e 1423 1146 3071
e 1323 836 5273
e 810 618 5245
e 1308 37 5876
e 1654 1635 933
e 791 885 7921
e 295 625 3138
e 703 310 6695
e 110 398 3179
e 13 264 4319
e 118 918 8144
e 1334 1234 3887
e 846 1742 4912
e 1493 1424 4898
e 195 679 2315
e 1494 1743 9444
e 127 838 4106
e 1066 299 5954
e 1436 652 2058
e 1248 1024 2732
e 1725 1390 2235
e 1132 442 2734
e 1111 1314 6905
e 663 1128 2571
e 552 1678 542
e 1828 1190 1279
e 139 1924 2135
e 361 1627 4018
e 403 1563 1916
e 1375 1932 4673
e 546 377 9651
e 1456 653 6761
e 692 39 3562
e 213 1201 7629
e 81 414 3440
e 50 19 2054
e 855 1469 2241
e 1576 565 9956
e 183 1881 4720
e 995 557 1211
e 1179 1596 309
e 323 901 1074
e 443 130 6004
e 130 1160 8185
e 90 1031 4781
e 587 1485 1628
e 1134 1243 4586
e 681 1452 8579
e 1780 1125 4032
e 307 951 5802
e 1908 991 5016
e 143 310 7546
e 512 915 1777
e 1966 512 6190
e 1219 753 9166
e 869 310 2691
e 1241 655 6940
e 1148 1303 4013
e 295 1404 9302
e 1811 687 4684
e 732 1462 4361
e 517 1800 1580
e 95 1934 558
e 269 974 8150
e 367 818 1566
e 306 289 3176
e 427 542 4334
e 1011 1255 9032
e 236 164 6844
e 456 386 6902
e 1587 1535 5981
e 430 598 7675
e 198 1530 7473
e 1529 753 5273
e 1092 1803 7088
e 1869 706 7834
e 865 1449 6229
e 314 190 83
e 1426 1829 5429
e 378 1204 8468
e 245 1220 5175
e 623 1685 6813
e 1205 932 6981
e 1001 1337 9411
e 1207 944 2383
e 544 1014 1825
e 1818 1723 725
e 279 1005 6546
e 985 1246 5277
e 1220 501 7588
e 1042 647 8324
e 955 1676 5023
e 356 1983 655
e 651 335 6214
e 577 109 5025
e 1726 389 4587
e 1827 1654 7801
e 1452 635 6599
e 194 151 4510
e 1588 977 1348
e 463 1719 4803
e 334 1855 8090
e 1438 1594 5362
e 782 1295 7154
e 1885 1345 5792
e 1041 1710 7448
e 118 491 7789
e 675 1875 9261
e 147 1042 9017
e 759 1247 9856
e 236 474 2386
e 1509 1993 1571
e 1445 1824 4888
e 351 455 7312
e 959 196 9406
e 308 1905 2554
e 1747 246 7732
e 1427 729 2038
e 207 1673 8008
e 751 1824 4329
e 988 435 77
e 1544 778 3980
e 1676 493 3517
e 1280 460 4090
e 420 1160 2430
e 679 249 629
e 1629 1193 790
e 1092 1801 7715
e 352 1950 3078
e 162 1349 6612
e 1862 1769 7407
e 293 1300 4607
e 412 1738 5282
e 210 1713 547
e 940 1951 8056
e 789 728 4701
e 244 1804 6851
e 634 1491 3626
e 680 439 3287
e 454 871 5
e 277 1464 5051
e 14 1947 5321
e 1881 746 2125
e 659 1382 5678
e 1267 248 5127
e 1402 512 8739
e 1992 775 8987
e 299 669 9412
e 83 1672 2762
e 1423 928 1859
e 361 929 9528
e 861 1221 6350
e 1683 267 6122
e 1367 1817 3089
e 1345 1870 5346
e 1456 738 5171
e 389 139 4862
e 1265 1400 542
e 888 1196 3264
e 1887 714 398
e 1588 1903 9383
e 977 1404 6309
e 900 1709 1372
e 1219 1152 8383
e 126 899 8701
e 1377 1365 2218
e 963 278 1565
e 1281 353 4793
e 1942 1841 6340
e 1464 258 5020
e 404 1580 2775
e 789 1568 2518
e 391 386 3204
e 1410 456 3622
e 1446 1837 8065
e 679 1229 4493
e 1011 213 3579
e 1534 226 8414
e 781 680 288
e 1771 1637 8284
e 1896 811 4269
e 1023 1265 9603
e 526 29 8070
e 1560 312 8915
e 1941 877 6742
e 1768 581 9844
e 593 1456 9884
e 1832 385 7560
e 1485 472 1268
e 1331 420 839
e 361 715 411
e 858 1979 3401
e 1266 1333 3382
e 1051 1724 5753
e 1123 1672 8085
e 1986 845 2066
e 637 1759 755
e 1651 1415 8937
e 540 1400 9161
e 594 1792 2679
e 996 1019 3584
e 1897 1264 6351
e 1672 271 6184
e 857 524 6120
e 96 109 5603
e 1804 1244 1347
e 738 1335 5592
e 314 638 6578
e 1641 515 6176
e 1274 1897 8974
e 465 1013 3747
e 1681 398 9221
e 1005 450 4552
e 1987 1319 663
e 1202 1251 3578
e 1388 1421 433
e 1179 1562 5151
e 503 1233 7714
e 964 1276 251
e 1172 566 8060
e 1335 605 4952
e 1231 965 7886
e 1629 1654 5890
e 1200 1108 1665
e 719 1153 4255
e 903 943 7210
e 848 1757 1929
e 1684 1920 2656
e 682 1142 3662
e 119 54 9970
e 548 1934 2029
e 1337 1344 3585
e 446 204 3687
e 1647 141 7712
e 1007 1192 1276
e 1330 146 4819
e 559 1382 1865
e 429 133 8810
e 1534 310 9359
e 1739 1667 5333
e 428 1834 1569
e 717 832 5530
e 812 309 6904
e 684 827 5909
e 1763 1835 5144
e 590 1752 9868
e 1925 1060 2072
e 1661 1971 3415
e 24 666 9445
e 1071 1371 2526
e 1844 1382 1189
e 787 1958 9013
e 1090 1333 6354
e 1683 994 8105
e 1653 967 6760
e 1955 1553 2148
e 1154 1649 228
e 637 144 8184
e 1206 1112 6307
e 1314 1870 2354
e 28 155 1865
e 1605 1944 3839
e 1567 1955 1864
e 1648 90 3310
e 1047 185 8021
e 1117 1354 871
e 1317 1699 5090
e 488 1678 2736
e 621 1238 2202
e 1803 572 8663
e 1681 1885 7995
e 463 1530 4501
e 1722 1270 1408
e 1165 962 5773
e 161 1914 6716
e 1396 1400 9557
e 581 919 7007
e 1430 165 4131
e 1716 1472 1981
e 652 10 9890
e 771 180 7025
e 233 29 3640
e 320 598 4169
e 1732 121 376
e 1677 748 5298
e 257 664 2434
e 1517 908 7795
e 1981 1386 2192
e 572 1268 8560
e 1824 1686 8399
e 189 96 2333
e 1501 1053 8872
e 915 1449 4120
e 29 908 7521
e 1721 759 3281
e 1841 1674 35
e 1625 949 9840
e 1589 734 9500
e 693 157 1710
e 426 338 8200
e 346 789 8007
e 746 1971 1126
e 677 1473 4765
e 624 1706 8695
e 72 824 3168
e 1948 1462 3471
e 1314 1995 4531
e 1145 1186 4992
e 203 1277 3412
e 1752 1511 7795
e 18 1544 4843
e 1645 840 8676
e 1141 984 438
e 897 1195 3391
e 287 820 9882
e 1144 719 3961
e 1805 999 2177
e 1746 966 9676
e 1166 739 928
e 985 1328 1354
e 1382 510 8556
e 1391 1448 9999
e 470 104 3718
e 552 1174 8059
e 445 1315 7485
e 639 1157 8036
e 1038 1102 9995
e 453 65 3416
e 363 671 5511
e 1847 385 2342
e 1450 1060 9158
e 1492 265 9416
e 1727 449 662
e 217 709 8543
e 1406 189 7292
e 1761 121 3568
e 55 127 1310
e 724 871 1145
e 1863 1262 9261
e 1935 1298 3810
e 1966 1457 6013
e 783 1283 1999
e 1001 407 2847
e 862 1617 5480
e 263 1858 791
e 250 936 9074
e 833 14 872
e 234 1948 509
e 1091 1934 5573
e 1662 646 6447
e 281 16 4882
e 644 1429 5398
e 1337 1586 6780
e 1508 340 4701
e 1405 1530 2277
e 1663 1966 592
e 272 246 4225
e 395 847 2419
e 1050 1285 4759
e 5 632 5110
e 279 13 4645
e 1537 950 5182
e 648 65 3286
e 1826 1831 389
e 6 1787 7510
e 1836 1886 9168
e 1154 472 171
e 631 92 8615
e 538 1789 6027
e 416 1256 2924
e 764 1024 2138
e 1244 1559 6431
e 1909 665 709
e 378 1960 8833
e 1781 1240 3893
e 799 557 4332
e 1742 450 411
e 680 992 765
e 947 1670 2809
e 1184 780 6878
e 337 1853 5782
e 280 284 479
e 458 1233 2353
e 1568 414 5081
e 884 1710 8991
e 856 1077 2372
e 1530 270 3890
e 235 1156 1523
e 1860 752 8751
e 404 136 9845
e 1355 873 4756
e 987 450 5673
e 170 1964 1040
e 224 166 4453
e 1789 233 9772
e 1013 1369 4382
e 1660 821 4457
e 163 406 66
e 132 551 1081
e 499 459 6628
e 1002 1909 7274
e 575 1704 3534
e 1552 1260 9350
e 1309 1229 9627
e 1144 162 9600
e 1620 1141 5699
e 842 1574 7995
e 1286 1269 2411
e 1171 1174 554
e 225 1763 548
e 470 1628 977
e 1738 753 6161
e 1320 881 9756
e 351 883 5567
e 1963 772 1560
e 1161 57 9426
e 559 1393 4118
e 309 880 8311
e 778 1215 1610
e 1769 393 7329
e 1161 1776 2069
e 1546 1601 2850
e 788 1075 1986
e 1115 180 9425
e 1464 116 8373
e 1479 1362 8102
e 1639 4 8446
e 439 1543 8609
e 1327 448 4716
e 936 1476 3700
e 850 2 420
e 1778 730 7852
e 377 128 6037
e 1917 1051 1009
e 198 1239 2903
e 1791 361 1568
e 396 1990 8327
e 1119 1645 1354
e 1212 124 2429
e 1706 778 1565
e 843 1490 4255
e 1899 1601 675
e 203 323 5067
e 87 1067 2558
e 1641 1415 1405
e 912 95 4312
e 1891 234 451
e 1362 1456 2520
e 368 372 4071
e 594 1404 8362
e 1943 538 198
e 403 14 5826
e 630 735 9725
e 222 59 5234
e 1544 1603 8914
e 1822 233 987
e 1267 1836 376
e 1475 849 8551
e 1957 464 790
e 618 281 5413
e 936 569 1720
e 23 1263 185
e 1808 630 9646
e 1136 1780 9499
e 276 1704 4331
e 969 547 9786
e 1036 914 5748
e 635 733 3575
e 1925 366 7720
e 1356 243 3059
e 1035 804 296
e 667 1492 4752
e 947 221 5221
e 1815 1575 3675
e 1300 1552 7201
e 1462 1752 8227
e 335 728 9431
e 17 378 3735
e 268 1764 1573
e 1879 571 8119
e 1930 1694 7805
e 1926 1434 2509
e 239 850 288
e 166 1954 685
e 1339 1902 5801
e 1419 1330 1413
e 249 789 4174
e 968 602 1372
e 132 774 2406
e 104 1288 8138
e 931 33 4165
e 1255 1536 6323
e 1404 109 3200
e 1740 1323 912
e 1534 1577 2859
e 1384 1736 9062
e 1772 1656 1099
e 1347 1660 5067
e 739 1511 995
e 767 1178 7633
e 204 1920 4989
e 1782 424 307
e 1309 1949 6197
e 424 1969 7691
e 1717 237 7850
e 797 304 3535
e 178 1824 7746
e 1637 143 5154
e 1893 1042 4179
e 685 1334 6324
e 418 1131 3513
e 46 477 305
e 422 1039 7123
e 1298 1123 4353
e 1112 1338 1136
e 963 938 1650
e 55 1245 7770
e 1377 433 7476
e 143 1337 8446
e 1916 846 1745
e 1049 583 3895
e 604 1327 3320
e 134 901 1584
e 1199 798 2117
e 1558 58 7825
e 1601 1511 3292
e 1067 510 9037
e 1850 1620 8104
e 211 300 619
e 1780 1304 689
e 1236 646 21
e 1531 1133 8830
e 892 37 5434
e 959 1472 9188
e 1158 1669 7834
e 558 1370 2498
e 1289 1488 1513
e 1543 163 81
e 825 371 3000
e 1453 1141 6979
e 683 722 8600
e 41 1302 9624
e 806 1781 3747
e 714 298 1087
e 697 399 4836
e 36 1280 5325
e 977 1833 7610
e 227 1396 6440
e 262 143 7440
e 1294 259 4507
e 1977 695 5125
e 779 1706 7827
e 1242 488 5086
e 120 362 5779
e 574 890 5109
e 648 812 233
e 1969 1172 8292
